Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
"""SEA ESTA""- Modern Coastal Style, Dog Friendly, Includes 6-person GOLF CART!!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
La La Land by Luca - Free Garage Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Petaluma Warehouse Lofts unit E,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stadium Proximity - Bayside Just Steps Away,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bay View Beach House - Your Coastal Retreat,Bayview Beach Resort,"{'lat': 5.4661513, 'lng': 100.2411153}",0,0,0,0,0,0,0,18,17,0
Peachtree Inn & Suites,Peachtree Inn,"{'lat': 32.7134365, 'lng': -117.1563192}",0,0,0,0,0,0,0,18,18,0
Auburn Home near Pacific Raceways,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Villa Noir-- mins from Mohegan Sun with fireplace, jacuzzi, sauna, pool",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy home with 3 bedrooms house,Cozy Home Furniture and Furnishing Pte Ltd,"{'lat': 1.3351925, 'lng': 103.8876045}",1,0,0,0,0,0,0,18,0,0
"Shadyside, Pittsburgh, Modern and Quiet 1 Bedroom Unit1 with Free Parking",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Antelope Lodge,Antelope Lodge Alpine,"{'lat': 30.3543075, 'lng': -103.6871489}",2,0,0,0,0,0,0,19,7,0
Driftwood Townhomes #8,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1560 Childress Dr SW,1560 Childress Dr SW,"{'lat': 33.7132175, 'lng': -84.4901587}",0,1,0,0,0,0,0,18,0,0
The Platinum Suite Penthouse The Gulch,The Malibu Suite Penthouse The Gulch,"{'lat': 36.1496859, 'lng': -86.7768834}",0,0,0,0,0,0,0,18,18,0
Elegant Pigeon Forge Condo with Golf Course View!,Golf Vista,"{'lat': 35.7871208, 'lng': -83.5437774}",0,0,1,0,0,0,0,18,17,0
Cozy Cloverdale BY Betterstay,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Shenandoah Hilltop Hideaway,Hilltop Hideaway Home stay,"{'lat': 26.961736, 'lng': 88.2790879}",0,0,0,0,0,0,0,18,2,0
City Chic Retreat!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Ellijay Cabin with Rec Room and Mountain Views!,Twelve in the Mountains Cabin Rentals LLC,"{'lat': 34.686263, 'lng': -84.48132629999999}",0,0,0,0,0,0,0,18,3,0
"Bohemian Bungalow in the City, #122",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Studio 6 Rock Hill, SC Cherry Road","Studio 6 Rock Hill, SC – Cherry Road","{'lat': 34.9734297, 'lng': -80.98427629999999}",0,0,1,0,0,1,1,18,9,0
"Nice 3 bed apartment, minutes to NYC",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Motel 6 Junction, TX Llano River","Motel 6 Junction, TX - Llano River","{'lat': 30.5079893, 'lng': -99.77726299999999}",1,0,0,0,0,0,1,19,5,0
*NEW* Breathtaking Lakeside #1 Home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Monte Cristo Villa - A place for relaxation away from home.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Private beach, Close to ski, Resort Amenities!",Siloso Beach Resort,"{'lat': 1.2549599, 'lng': 103.8144917}",2,1,2,0,0,0,0,18,11,0
"Urban Elegance: 20 Minutes to NYC (Gym, Laundry)",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Newly Remodeled Studio Minutes from Old Town,No information found,N/A,0,0,0,0,0,0,0,0,0,0
A stylish and Comfy Place to Stay,Hotel 81 Cosy,"{'lat': 1.2797031, 'lng': 103.8419001}",6,0,0,1,1,0,0,18,13,0
BEACHSIDE & Las Olas Getaway With Pool,Beachside - Serenity Central City,"{'lat': 1.1392737, 'lng': 103.9488782}",2,0,0,0,1,0,0,18,3,0
"New, Fun-Size Benbow House!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Quaint Guest Room Close to Siesta Key,Siesta Key Inn,"{'lat': 27.2472862, 'lng': -82.5319598}",2,0,0,1,2,0,0,18,11,0
Pool View 1-bedroom Unit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Valley Motel El Cajon San Diego,Valley Motel El Cajon-San Diego,"{'lat': 32.8019001, 'lng': -116.9506783}",0,0,0,0,0,0,0,18,8,0
Casita Verde,Casita Verde Healing Center,"{'lat': 18.3998348, 'lng': -66.0726435}",1,0,0,0,0,0,0,18,3,0
Casa Fortim Studio + private + large patio,Casa Fortim,"{'lat': -4.425672899999999, 'lng': -37.7760365}",3,0,0,0,0,0,0,18,12,0
Cozy 3br Near Downtown La I Minutes To Pasadena,No information found,N/A,0,0,0,0,0,0,0,0,0,0
NEW! JXN BnB - Cozy Southshore of Boston,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Dazzling Westside 4 Br Home-minutes To The Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stunning 3br Home Prime La Area Near Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
avid hotel Van Horn,"Avid Hotels Van Horn, an IHG Hotel","{'lat': 31.0349785, 'lng': -104.8527505}",1,0,0,1,1,0,1,19,11,0
Fairfield by Marriott Inn & Suites Detroit Taylor,Fairfield by Marriott Kolkata,"{'lat': 22.5788565, 'lng': 88.4685505}",1,0,0,0,1,0,0,18,10,0
SpringHill Suites by Marriott Roanoke North,SpringHill Suites by Marriott Roanoke North,"{'lat': 37.358716, 'lng': -79.96019199999999}",2,0,0,0,0,0,0,18,7,0
"A+ loc, 1/2mi 2 Aqua Turf, cozy & classy, sleeps 6",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Jersey city Luxury home 15 mins from NYC,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Tru By Hilton Janesville,Tru by Hilton Janesville,"{'lat': 42.7153689, 'lng': -88.98693709999999}",3,1,0,0,1,0,0,18,5,0
Charming Home Ideal Location Spacious Game Room,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Brand new house with private bath in each room,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Historic College park w/ Backyard porch & patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bay Watch Resort 1203 - Perfect Oceanside Getaway,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Great Value Stay Near Tesla,Value Hotel Balestier,"{'lat': 1.3211845, 'lng': 103.8532832}",0,0,0,0,0,0,0,18,18,0
Welcome House,Intro Stockholm,"{'lat': 59.31586519999999, 'lng': 18.0704613}",3,0,0,1,3,0,0,18,17,0
304A Sea Cabin,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Blue Pearl New Waterfront Haven with Heated Pool ,70 Foot Dock, and More!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
New cottage in Gatlinburg,Brand NEW Grand view 5 Star Cabin,"{'lat': 35.7196863, 'lng': -83.5288965}",0,0,0,0,0,0,0,18,18,0
Coastal Comfort Cove,Comfort Cove,"{'lat': 49.405254, 'lng': -54.853655}",0,0,0,0,0,0,1,15,1,0
The Air Capitol Cottage,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Pet-Friendly Charlotte Home with Fenced Yard and Patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bayshore Home 6250,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Private Vacational Cozy Suite,CozyPlace @ Jalan Besar,"{'lat': 1.3114183, 'lng': 103.8594449}",0,0,0,0,0,0,0,18,18,0
5Bed StreetCar Retreat w Outdoor Entertaining,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stunning 5BR Pool Home in Resort,No information found,N/A,0,0,0,0,0,0,0,0,0,0
High-Floor Studio with Incredible Views Awaits You,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Hyde Resort & Residences Beach View Suites,Let's Hyde Resort & Villas - Pool Cabanas,"{'lat': 12.9543645, 'lng': 100.8875697}",3,0,0,0,2,0,0,18,18,0
309A Sea Cabin,No information found,N/A,0,0,0,0,0,0,0,0,0,0
4 22nd Avenue,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1377 Fairway Oaks,No information found,N/A,0,0,0,0,0,0,0,0,0,0
72 Grand Pavilion,72 Grand Pavilion Blvd,"{'lat': 32.8034369, 'lng': -79.736548}",2,0,0,0,0,0,0,18,3,0
"Orange Park Home with Private Pool, Hot Tub and Grill!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Hotel 620,Hotel 620,"{'lat': 39.6280131, 'lng': -77.77033}",0,2,0,0,0,0,0,18,8,0
Charming Studio Apartment in an Exclusive Oasis,Sims Urban Oasis,"{'lat': 1.3189876, 'lng': 103.8806149}",0,0,0,0,0,0,0,18,17,0
LV313 Legacy Villas Gem: 1-Story Mountain Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Mountain & Lake Escape: Perfect for Groups,Liem Cycles,"{'lat': 1.3875501, 'lng': 103.8286593}",2,0,0,0,0,0,0,18,0,0
Workforce Lodge,Budget Lodge of San Antonio,"{'lat': 29.5169877, 'lng': -98.41280979999999}",0,0,0,0,0,0,0,18,11,0
LV218 Awesome Upstairs 2 Bedroom Legacy Villa,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lagoon Landing 203,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Secluded 4WD Getaway with Mountain Views and Hot Tub,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Sophisticated 3BD/2BA Retreat: Pool, Gym, Laundry",No information found,N/A,0,0,0,0,0,0,0,0,0,0
The House Hotels - Perry St.,The Robertson House by The Crest Collection,"{'lat': 1.291728, 'lng': 103.842264}",3,3,3,1,2,0,1,18,8,0
Luxurious Oceanfront 20-Foot Panoramic Ocean Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Grants Pass Vacation Rental Home Deck and Views!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Contemporary Haven with Modern Amenities,No information found,N/A,0,0,0,0,0,0,0,0,0,0
KC Inn Hotel Kansas City,KC Inn,"{'lat': 39.16745100000001, 'lng': -94.5604782}",1,0,1,0,0,0,0,18,6,0
Hidden Paradise; by Beachside Management,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1BR Waikiki Banyan MTN View Escape,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lakefront Poconos Family Home with Community Pool!,"Pocono Rental | PA Cabin - Waterfront w/Pool Table, Indoor Hot Tub/Pool","{'lat': 41.0388537, 'lng': -75.24176980000001}",1,0,0,0,0,0,0,18,1,0
Cozy 1-bedroom in a Brazilian home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bare Assets,Bare Assets,"{'lat': 28.1793631, 'lng': -82.74004529999999}",2,0,0,0,1,0,0,18,2,0
Experience Your Journey with Us 1,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Borealis Escapes Apartment,Tiny Away Escape @ Lazarus Island,"{'lat': 1.2283389, 'lng': 103.8514755}",3,0,5,0,1,0,0,18,7,0
Skyrise Heart of Gaslamp w/ Free PKG,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spring into spring at Spring Lake!,Spring Lake Beach,"{'lat': 40.15000209999999, 'lng': -74.022117}",4,0,1,0,2,0,0,18,8,0
"All Seasons, A Ski-to-shore Chalet At Deer Valley",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Diamond In The Desert-scottsdale,Desert Diamond,"{'lat': 33.739334, 'lng': -111.8374821}",2,0,1,0,1,0,1,18,3,0
Morado Loft #2 FREE Parking Conv & Lucas Skywalk,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mountain-View Studio about 19 Mi to Park City!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Fresno Apt Near Attractions, Shopping and Dining!",Park Place Apartments,"{'lat': 36.8225088, 'lng': -119.7690743}",0,0,0,0,0,0,0,18,18,0
Sleeps 16! 4 BR! Near the beach!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Your Cozy Place,CozyPlace @ Bukit Timah,"{'lat': 1.3431115, 'lng': 103.7760782}",2,1,2,0,0,1,0,18,1,1
The Waterside Gaming Retreat,The Waterside Spa,"{'lat': 1.2892485, 'lng': 103.8442361}",1,3,2,0,0,0,0,18,14,0
Paradise Retreat,Paradise Retreat,"{'lat': 3.9393682, 'lng': 73.4880275}",3,0,0,0,0,0,0,18,17,0
Bethany West --- 700 South Center Ct,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Cozy 2BR Midpoint to Seattle, Mt.Rainer & Tacoma",No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Lofts #9d - Ski-inout With Private Hot Tub,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Big Easy Cottage,Big Easy Bar & Grill,"{'lat': 1.5269751, 'lng': 104.2669152}",8,0,0,0,2,0,0,18,5,0
Urban Oasis centrally located near downtown!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Guest Suite near Denver Colorado,Sanctuary Suite in The City,"{'lat': 39.7313048, 'lng': -104.9431306}",2,0,1,1,2,0,0,18,1,1
Contemporary Front House w Shared Patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Stylish, Fully Furnished Home in Dwtn Atlanta",Bright and Stylish 1BR in the HEART of Downtown Atlanta,"{'lat': 33.7625507, 'lng': -84.38789919999999}",0,0,0,0,0,0,0,18,18,0
The Lofts #8d - Ski-inout,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Prime Location W/Pool,Prime Property Singapore,"{'lat': 1.3032873, 'lng': 103.8295403}",0,1,0,0,0,0,0,18,17,0
Brandon Central Location 4BR Lake Oasis,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Upscale 8BR, Pool, Spa, Gameroom by Disney",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Radiant Inn and Suites,Radiant Inn and Suites Murfreesboro,"{'lat': 35.8496244, 'lng': -86.4335446}",0,1,0,0,0,0,0,18,8,0
Silverland Inn,Silverland Inn,"{'lat': 39.3127037, 'lng': -119.647081}",2,0,1,1,2,0,0,18,4,1
Luxure Villa! Private Pool Hot Tub BBQ WorkSpace WiFi 3Bdrm 2 Full bath,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Welcome to Gone Coastal! - Walk to Beach,Coastal Trail,"{'lat': 1.2576354, 'lng': 103.8115056}",3,1,1,1,0,0,0,18,10,0
White Orchid Apartments,Orchid Apartments,"{'lat': 1.333802, 'lng': 103.79873}",7,0,1,0,0,0,0,18,0,0
Palm Coast Paradise : Cozy 3BR Vacation Retreat,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"NO SERVICE FEE! Pets, kids, family-friendly home!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Windsor Retreat Private Basement Suite,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stay near Beautiful San Felipe Creek.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Dream Inn,Dream Lodge @ Tyrwhitt,"{'lat': 1.3119744, 'lng': 103.8607482}",0,0,0,0,0,0,0,18,18,0
Sharon Green apartments by FantasticStay,Sharon Green,"{'lat': 37.4265108, 'lng': -122.1990961}",4,1,0,0,2,0,0,18,9,0
Victorian Villa: Interns or family,No information found,N/A,0,0,0,0,0,0,0,0,0,0
1220 CD - Champions Gate,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Incredible High-Floor Studio with Bay Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Heated Saltwater Pool - Theater - Book Now, Family Owned and Operated! - Its Got it All Y'all",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sunny Delight,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Lakehouse on Oneida Lake,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Oceanview Heaven,Heaven-7 Hilltop & Ocean View,"{'lat': 8.027294, 'lng': 98.8551786}",1,0,0,0,0,0,0,18,18,0
SUITE DREAM TRIMBLE 33,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Heated Saltwater Pool - Theater - Book Now, Family Owned and Operated! - Poolside at Autumn Woods",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Baby Bear Cabin! Walk to Hiking, 2 Huge Decks, 10mi to all 3 cities",No information found,N/A,0,0,0,0,0,0,0,0,0,0
☆Poolside 1BR Triplex 1 Block From The Beach ☆,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Heated Saltwater Pool - Theater - Book Now, Family Owned and Operated! - Camp Bigfoot",New World's End Audio Tour | Exit Stage Left Bar,"{'lat': 1.3086174, 'lng': 103.8558203}",0,0,0,0,0,0,0,18,18,0
SoFla Sanctuary,south florida sanctuary,"{'lat': 26.5308569, 'lng': -80.06249520000001}",0,0,0,1,0,0,0,18,7,0
Coastal Sunset,Changi Point Coastal Walk,"{'lat': 1.3902319, 'lng': 103.9883067}",1,2,2,1,1,0,1,18,6,1
Beachside One - Unit 4036,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Brightonbeach blue room-heart of brighton-close to the ocean,Brighton Beach Hotel,"{'lat': 50.8194434, 'lng': -0.1316051}",3,0,0,1,3,0,0,18,18,0
Vanderbilt Mercado Villa Oasis.,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Boho 2BR Apartment in Fort Lauderdale Neighborhood,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Breathtaking Studio with Bay & City Views,"Breathtaking Studio Apartment in Marjan Island PACIFIC BUILDING, Ras al Khaimah, United Arab Emirates, AL MARJAN ISLAND, RAK","{'lat': 25.687295, 'lng': 55.7329253}",6,0,1,1,2,0,0,18,6,0
Beach Isles Modern 1BR Waterfront Apartment with Patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Waves Beach Town Cozy Studio Apartment With Pool,Waterfront Waves,"{'lat': 1.3376031, 'lng': 103.9297214}",0,1,1,0,0,0,0,18,0,0
Waves Beach Town Spacious Studio Apartment For 4 People With Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Suburban Studios Gainesville,Suburban Studios Gainesville,"{'lat': 33.6231709, 'lng': -97.1503065}",0,0,1,0,0,0,0,19,5,0
Boho 1BR Apartment in Fort Lauderdale Neighborhood,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Waves Beach Town Spacious Studio Apartment For 4 People With Pool,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Waves Beach Town Cozy Studio Apartment With Pool,Waterfront Waves,"{'lat': 1.3376031, 'lng': 103.9297214}",0,1,1,0,0,0,0,18,0,0
Waves Beach Town Cozy Studio Apartment With Pool,Waterfront Waves,"{'lat': 1.3376031, 'lng': 103.9297214}",0,1,1,0,0,0,0,18,0,0
"Newly Renovated Panorama Vista 1-BR, 2-BA Suite with Full Kitchen and Private Balcony, Corner Unit",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Apartment close to Art museum center city,Tower Place Apartments,"{'lat': 39.9620442, 'lng': -75.1621631}",1,0,0,0,0,0,0,18,18,0
Sterling Ridge 18,Sterling Ridge,"{'lat': 30.186415, 'lng': -95.5653365}",6,0,0,0,2,1,0,18,1,0
Charming Storybook Cottage: Cozy Interior Fire Pit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Majestic Tower II - 2102,No information found,N/A,0,0,0,0,0,0,0,0,0,0
NEW Organic Modern Luxury 1BD/1BA- close to everything!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Joshua Tree House with Great View - 1 min from visitor center!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Myrtle Beach Getaway 3BR Condo with Panoramic Ocean Views,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Historic Cleveland Park Cottage,Cleveland Park Historical,"{'lat': 38.9315358, 'lng': -77.06569650000002}",3,0,2,1,1,0,0,18,4,0
Beach Sea-Esta,Sea Esta,"{'lat': 1.3777076, 'lng': 103.9598448}",1,1,1,0,0,1,0,18,6,0
140 Seaside Villas,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Family-Friendly Lead Cabin with Loft and Balcony!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Ocean view, two-level condo with stunning view, decks, fast WiFi & fireplace",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Chic Downtown Vacation Home And Guest Home,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Royal Inn Suites,Royal Inn & Suites,"{'lat': 32.6631663, 'lng': -96.8673925}",0,1,0,0,0,0,0,18,7,0
Luxury 15th Floor 3 BR Condo Direct Oceanfront Wyndham Ocean Walk Resort Daytona Beach | 1511,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Serene Home Steps from 300+ Acre Park,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Central Bisbee Home, 1 Mi to Copper Queen Mine!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bear Paw Chateau,Paws Chateau,"{'lat': 33.700531, 'lng': -117.9949035}",1,1,0,0,0,1,0,18,6,0
Lake Conroe Sunset House,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Direct Oceanfront Views, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stylish 2BR Condo close to all!,Martin Modern,"{'lat': 1.2929557, 'lng': 103.8375854}",2,0,0,0,0,0,0,18,18,0
"15th Floor Oceanfront 1BR, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
435 Ocean Creek Drive,Ocean Creek Tower South,"{'lat': 33.7898665, 'lng': -78.73901889999999}",2,2,0,0,0,0,0,18,13,0
"Spacious 1BR Oceanview Condo, Full Kitchen, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"River Oaks 2 BR, sleeps 5 ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rainbow River Retreats,Kampungku Retreat,"{'lat': 3.3626062, 'lng': 101.6509148}",0,0,0,0,0,0,0,18,3,0
Vibrant Haven 10 Min to Parks Pet-Friendly,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Disney Bliss Themed Rooms Game Room Private Pool,Rooftop Infinity Pool,"{'lat': 1.2831611, 'lng': 103.8602001}",2,0,4,0,1,0,2,18,9,0
Sleek Modern Gateway 10 Min to Parks Pets Allowed,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Oasis 10 Min to Parks Pets Allowed,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Classic King Suite Apartment,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"New Renovated! Half Duplex, .09 miles to the Beach",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern Chalet with Mountain Views in Gatlinburg TN,Mountain View Chalet,"{'lat': 35.7073034, 'lng': -83.5488854}",0,0,0,0,0,0,0,19,18,0
Big room with a private bathroom,Deluxe Double Room - Own Toilet,"{'lat': 1.2835429, 'lng': 103.835025}",0,0,0,0,0,0,0,18,18,0
Huge & Modern 5 BDR & 2 BTH,Huge Equipment,"{'lat': 1.3376732, 'lng': 103.7546974}",1,2,1,0,0,1,0,18,0,0
Coastal Living at its Best!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"French Island Home Whot Tub, Kayak, Lake View",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Couples,Lovetalks Counselling Singapore,"{'lat': 1.3140171, 'lng': 103.7618194}",4,0,0,0,0,1,0,18,0,0
Lazy Days Beach Getaway,Lazy Days,"{'lat': 30.2899251, 'lng': -86.043562}",1,0,0,0,0,0,0,18,7,0
"The Strand, 1BR Oceanfront, 4ppl",No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Jesse Hotel & Bar,The Jesse Hotel & Bar,"{'lat': 39.5305489, 'lng': -119.8099869}",2,0,0,0,1,0,0,18,17,0
"Houston Home with Screened Porch, Near Sugar Land!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Dells Lakefront Escape - Couples or Families,No information found,N/A,0,0,0,0,0,0,0,0,0,0
For the Love of the View,Foreword Coffee Roasters @ Yong Siew Toh Conservatory of Music (NUS),"{'lat': 1.3022102, 'lng': 103.7729095}",3,1,0,0,0,1,0,18,5,0
Close to Village Gondola with Pool Spa- 586,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"The Ski Lodge, Unit 306",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beautiful 2BR Apartment. Black-out Curtains,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Nova Rooftop Villa,Rooftop Villa,"{'lat': 2.1751157, 'lng': 102.3227849}",2,0,0,0,0,0,0,18,5,1
"Mission Bay Cottage - Bay View Patio, Parking, WasherDryer",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Beach Isles Modern 1BR in Fort Lauderdale with Patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Waterfront Gaylord Getaway with Otsego Lake Access!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rustic Retreats Modern 1BR for 4 guests in the heart of Fort Lauderdale,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Golf Course Luxury Retreat on Hogan,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rustic Retreats Cozy 1BR For 4 Guests Minutes From Las Olas,E Las Olas Blvd,"{'lat': 26.1195976, 'lng': -80.1239952}",0,0,0,0,0,0,0,18,18,0
Time To Relax in Raleigh,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rustic Retreats Spacious 1BR For 4 guests In The Heart of Fort Lauderdale,No information found,N/A,0,0,0,0,0,0,0,0,0,0
